name,id,comment,time,positive_prob,sentiment,pre_sentiment
以心照物,546492862,听第一遍就喜欢上了,2019-12-19 10:04:14,0.807617,2,2.0
夜游神0439,450306961,一起上岸吧战友,2019-12-19 10:03:43,0.520813,1,1.0
Fugitive_948,294337269,一起一起，冲,2019-12-19 10:02:31,0.633819,2,2.0
Fugitive_948,294337269,我也是 流泪 流泪 ，加油还有一天,2019-12-19 10:01:09,0.603139,2,2.0
Fugitive_948,294337269,蟹蟹 流泪 ，冲鸭,2019-12-19 10:00:06,0.549617,1,2.0
夜游神0439,450306961,考研，加油 ，感谢高压下的放松曲,2019-12-19 10:00:00,0.940396,2,2.0
山你嘛个头,85197341,加油冲啊,2019-12-19 09:59:55,0.545904,1,1.0
相陈,552503695,奥利给,2019-12-19 09:59:39,0.570586,2,2.0
QWQ444,1327156828,好听的,2019-12-19 09:59:34,0.689178,2,2.0
夜游神0439,450306961,加油，同上岸,2019-12-19 09:59:28,0.55837,2,2.0
相陈,552503695,我后悔我把你弄丢了,2019-12-19 09:59:27,0.170844,0,0.0
夜游神0439,450306961,同加油，后天了,2019-12-19 09:59:14,0.543411,1,1.0
Thnantos,249501398,你的钱太难赚了 流泪 ,2019-12-19 09:58:51, , ,0.0
失落了_,2052746094,分手两个月了，前几天见了面,2019-12-19 09:58:20,0.58651,2,0.0
Whatshouldidozzz,123139822,个人来说喜欢编曲。其他的 ,2019-12-19 09:57:51,0.856399,2,2.0
猹的长腿细又直,501286500,听得心里瞬间好受多了,2019-12-19 09:57:27,0.641533,2,2.0
北岷熙,600298081,在哪里？什么时候的，什么节目呢？,2019-12-19 09:55:54,0.346923,0,1.0
_傲娇七,1389959989,我最脆弱的时候你不在，如今我好了，还要你干嘛？,2019-12-19 09:55:15,0.194805,0,0.0
Havava1805,1454153561,来啦，哥 ,2019-12-19 09:54:38,0.596515,2,2.0
那窗口,338307766,好听好听好听,2019-12-19 09:54:24,0.695098,2,2.0
零度LC,1330304561,第一遍不怎么样，第二遍我的真的还喜欢这首歌了，奥利给,2019-12-19 09:53:38,0.2927,0,2.0
好脾气的也有,2040504069,会的,2019-12-19 09:51:05,0.692792,2,2.0
被追的风筝,427327354,就凭这作词 作曲 编曲 录音都是一个人 得给个赞 ,2019-12-19 09:49:15,0.857848,2,2.0
伪装心情zzg,269717045,歌是好歌，但我就是忍不住想起那两句台词 ,,0.556038,2,2.0
堂吉诃王,123337724,舔狗之歌,2019-12-19 09:48:29,0.561997,2,0.0
洗洗sei去吧,332191555,哟 才分手没几天嘛 ,2019-12-19 09:48:05,0.672053,2,2.0
李小二12138,1486300711,燕雀安知鸿鹄之志哉？ 大哭 ,2019-12-19 09:46:41,0.429134,0,1.0
智障0525,1440100466,我感觉，想从大哥身上赚钱，太难了 ,2019-12-19 09:45:09,0.126376,0,0.0
日式神吐槽,541356882,旋律颇似凤凰传奇,2019-12-19 09:44:32,0.370587,0,1.0
kiwi-lmp,634718112,你也不会回我的,2019-12-19 09:44:16,0.238036,0,0.0
好人___-,321514904,。。好听,2019-12-19 09:43:38,0.625315,2,2.0
miyavis,48869036,老乡能看到吗？从来没被点过,2019-12-19 09:43:35,0.273858,0,0.0
yykun_,286292276,麻雀虽小五脏俱全,2019-12-19 09:43:00,0.750863,2,1.0
我就想知道凉粉到底还是不是凉粉,404033106,我飞翔在乌云之中我看着我逐渐平庸,2019-12-19 09:42:25,0.465193,1,2.0
失落了_,2052746094,这首歌还是跟前任一起听，那时候以为我们会复合，结果等到的是他口中所说的变心，喜欢上别人，那一瞬间感觉整个人懵懵的状态，在一起两年始终敌不过新鲜感，我现在只希望快点能让自己走出这段感情的伤心,2019-12-19 09:40:35,0.438476,0,2.0
白天走到黑,375252808,考研的朋友们加油！期末的朋友们加油！为自己的未来奋斗的你们都要加油！就算是麻雀也有明天！！！,2019-12-19 09:40:23,0.569564,2,2.0
至尊之骸,129480540,加油，冲冲冲,2019-12-19 09:39:18,0.570956,2,1.0
Gumpppppppppppp,1609221155,哀而不伤 不得不说牛逼,2019-12-19 09:37:56,0.463294,1,1.0
迈克er彡唐僧,300511996,后天考研加油啊 ,2019-12-19 09:37:14,0.607032,2,2.0
该花的还得喝,1752895856,我特么已睁到最大了,2019-12-19 09:35:31,0.45265,1,0.0
广寒宫一酱,379042653,你是个聪明的人,2019-12-19 09:34:47,0.437914,0,0.0
广寒宫一酱,379042653,爱自己是终身浪漫的开始,2019-12-19 09:34:25,0.709119,2,2.0
广寒宫一酱,379042653,感情中的人基本都是非理性的,2019-12-19 09:33:45,0.803423,2,2.0
广寒宫一酱,379042653,真的,2019-12-19 09:32:58,0.459708,1,1.0
睡不着小姐666,273245671,已经单曲循环到停不下来的节奏，是我喜欢的土嗨节奏，有点内涵有有点口水 大笑 ,2019-12-19 09:31:51,0.903383,2,2.0
xiningyin,1424137457,毕业论文就写麻雀了,2019-12-19 09:31:21,0.498221,1,1.0
浅行1906,1878875993,蚌埠的小朋友,2019-12-19 09:31:14,0.601657,2,2.0
麻雀也有明天_O,471354484,麻雀也有明天，我的明天呢,2019-12-19 09:31:14,0.771276,2,2.0
话废的小声bb,307674492,我也饿了,2019-12-19 09:29:55,0.562046,2,1.0
990652,130113663,天呐 李荣浩也太暖了吧,2019-12-19 09:28:28,0.384205,0,0.0
快点温暖起来,59387042,给学生出的编写故事题目 冬天的麻雀 ,2019-12-19 09:27:21,0.668486,2,2.0
忘情令雨夜3,1562902402,以前你给的快乐 现在都陪着我难过,2019-12-19 09:24:30,0.388433,0,0.0
达闻西j,1299118855,我会改掉所有不好的会把痘痘去掉会锻炼身体会向她表白一年后希望是笑着看到这条评论,2019-12-19 09:22:27,0.468029,1,2.0
美少女MIUGIN,261430213,我想给哥换个封面哈哈哈哈哈哈哈哈哈哈,2019-12-19 09:21:32,0.968256,2,2.0
w姓的他,1537047486,很好听,2019-12-19 09:17:33,0.63621,2,2.0
茗瑚,503372697,中毒了，出不去了 ,2019-12-19 09:16:02,0.115332,0,0.0
不三不四先生1807,1511289084,你还有什么不会的吗？哥,2019-12-19 09:14:42,0.0808754,0,0.0
西西cri,395520826,太好听了吧！！！啊啊啊啊啊啊啊啊啊啊你这个男人！！！该死的甜美！！！ 流泪 流泪 流泪 流泪 流泪 流泪 流泪 ,2019-12-19 09:09:10,0.49007,1,0.0
陌城烟柳1807,1507080198,我真的好喜欢啊！！！！,2019-12-19 09:08:33,0.936055,2,2.0
Pufie_RIP,567642259,你的眼睛吗 呲牙 ,2019-12-19 09:07:41,0.416103,0,0.0
小可candys,1780658313,不知道为什么，这首歌总能给我动力，单曲循环 嘴唇 嘴唇 ,2019-12-19 09:07:28,0.506437,1,0.0
Any-Best-Of-Mine,1433882606,人家都是眼小聚光，不过浩哥真的是我见过为数不多的眼睛小的厉害的人 呲牙 大哭 大哭 大哭 ,2019-12-19 09:06:10,0.450936,1,2.0
Jack_Wey,65781742,我飞翔于乌云之中，你飞向了雪山之巅,2019-12-19 09:05:51,0.672661,2,2.0
尘心入海,412650307,开启单曲循环,2019-12-19 09:05:07,0.509511,1,1.0
阿尔本利亚的胖胖,505178304,加油加油加油,2019-12-19 09:04:58,0.627363,2,2.0
林Y-an,323603147,复古啊,2019-12-19 09:04:46,0.690406,2,2.0
旧事事,1402143996,日子不都这样，一日为了三餐,2019-12-19 09:03:52,0.339346,0,0.0
Wabi-sabi-CC,621511210,谁离开谁都能生活，又何必要把离开说的那么痛苦呢,2019-12-19 09:03:51,0.204135,0,0.0
Any-Best-Of-Mine,1433882606,好的哥 憨笑 ,2019-12-19 09:03:37,0.689317,2,2.0
生吃-小朋友-,1737479486,贝贝请赐教,2019-12-19 09:03:34,0.538076,1,1.0
all去了,94540259,果然李老师全程操刀 多多大笑 多多大笑 多多大笑 ,2019-12-19 09:01:29,0.942878,2,2.0
_君耳,1318670768,兄dei，答应我以后别减肥了，人家别人减肥减脂，你减肥减蛋白质,2019-12-19 09:00:00,0.712376,2,0.0
星轨森林,556396228,麻雀让我想到的是父母，不知道为啥就是想他们了。,2019-12-19 08:56:26,0.486101,1,0.0
星轨森林,556396228,这个时候该听一下那个燕窝了，苏打绿的,2019-12-19 08:55:41,0.596905,2,0.0
裘德Orc,315522793,副歌让我想起了 我们的时光 真是一击就中啊,2019-12-19 08:54:43,0.662603,2,2.0
幸仔16,3220240,又听起来,2019-12-19 08:53:39,0.647918,2,2.0
刘动感,1612201205,哈？,2019-12-19 08:53:32,0.551131,2,2.0
稻草180327,1411822372,浩哥，你会看到我吗，我是沧海一滴。,2019-12-19 08:51:39,0.392387,0,1.0
斑马肉肉,443230650,“鸿鹄志存高远，雄鹰翱翔蓝天，你想成为哪一种？”“麻雀”,2019-12-19 08:51:08,0.375877,0,0.0
小鸟游六汪,255226636,网易云修车才是本业石锤了,2019-12-19 08:49:34,0.662013,2,2.0
晃动马尾辫,1334441986,哈哈哈，没错啊，异地啊 哀伤 ,2019-12-19 08:49:06,0.832445,2,2.0
崔宇坤丶,1424060303,我是被抖音“骗”来的,2019-12-19 08:45:16,0.0423212,0,0.0
轌界,271097319,麻雀麻雀变凤凰,2019-12-19 08:43:25,0.566805,2,2.0
无伤不离别,399077110,哦吼,2019-12-19 08:42:59,0.715641,2,2.0
时间灬选择v,531393028,此曲让人引起共鸣,2019-12-19 08:41:52,0.45881,1,1.0
墙画上的影子,345632280,让其他人没有饭吃的音乐人,2019-12-19 08:41:38,0.318201,0,0.0
NoNooo_,1395086183,小小的眼睛里充满大大的疑惑,2019-12-19 08:40:57,0.7757,2,2.0
你永远不知道我爱着你,1872428644,习惯着不曾习惯的习惯 痛苦 ,2019-12-19 08:37:45,0.639471,2,2.0
天下无双John,1381511042,加油,2019-12-19 08:37:21,0.576334,2,2.0
Hi豆豆么,496795360,我跑步也是一直单曲循环,2019-12-19 08:36:43,0.578024,2,2.0
Cc果冻_G9AC,1468994825,太坦白,2019-12-19 08:35:48,0.207167,0,0.0
罗云婷,559474691,我心疼成这样 你无动于衷,2019-12-19 08:35:26,0.313456,0,0.0
胡先森在等你,1535656624,谢谢，顶我上去吧。,2019-12-19 08:34:12,0.802824,2,2.0
文华ula,478462143,歌词里面说飞向雪山之巅的是指对方 抛弃他的人 也许是老鹰 而它 这只麻雀 只是伫立在屋檐之上。显得弱小无助。,2019-12-19 08:33:59,0.429831,0,0.0
清水浄琉璃,1908635274,日推这首我太爱了,2019-12-19 08:32:24,0.534617,1,1.0
日常慢摇,298126844,兄弟，支持一下我的新歌麻雀,2019-12-19 08:31:29,0.792828,2,2.0
GuCivilian,124559318,前奏真的太好听了,2019-12-19 08:31:25,0.392653,0,1.0
护理生的日常,414990197,我们每个人正如这麻雀一样，蜷缩在车水马龙的都市里，平凡渺小，也微不足道，可是我们会努力 顽强地去迎接每一个明天！ 多多耍酷 ,2019-12-19 08:29:41,0.842122,2,2.0
VickaChan,1981640292,眼睛虽小，可爱迷人,2019-12-19 08:28:32,0.905785,2,2.0
穿靴子的猫猫咪呀,333553243,哈哈哈哈哈哈修车论坛真是太可爱了,2019-12-19 08:25:24,0.829879,2,2.0
灬小飞侠灬1991,1949674449,歌名应该叫 老鹰 麻雀飞不了那么高 多多捂脸 ,2019-12-19 08:24:11,0.253112,0,0.0
咩咩-咩咩-,429432247,太好听了 大笑 ,2019-12-19 08:23:38,0.518479,1,1.0
酸奶lll,562247759,我也想要评论,2019-12-19 08:22:46,0.549183,1,2.0
曾小贤的代名词,2001333723,谁能挣挣李荣浩的钱，看来李荣浩信不过他们。,2019-12-19 08:20:25,0.148644,0,0.0
kiss匪月,283628727,麻雀也有明天，我也在期待明天。,2019-12-19 08:20:05,0.869054,2,2.0
yyyykr,1577718344,赶紧滚别让你的评论玷污我的评论,2019-12-19 08:19:40,0.254191,0,0.0
X_Sylviaaa1011,339193990,满脑子 麻雀 也有明天！,2019-12-19 08:18:05,0.612744,2,2.0
丶造个句子,1715688487,整个晨跑都醉在其中，难过于自己全首听懂,2019-12-19 08:17:35,0.661114,2,2.0
汤圆丸子鸡腿菇,299385771,为什么要为这样一个令你难过的人留恋，何况都已经出轨，感情淡了什么都是借口。,2019-12-19 08:17:25,0.0914401,0,0.0
独听与独感,446349301,超好听的歌，爱了爱了,2019-12-19 08:17:02,0.558194,2,2.0
凉了的鱼丶沾着吃,488630807,好听,2019-12-19 08:13:43,0.595459,2,2.0
那只熊是我的,534203498,麻雀虽小，也可翻山越岭,2019-12-19 08:13:19,0.797212,2,2.0
東社九日,405178931,支持,2019-12-19 08:12:17,0.81537,2,2.0
哈尔你斌哥,406727729,讲的好,2019-12-19 08:11:24,0.747066,2,2.0
甜媛的彩色哈士奇,1480142586,她，也姓郭 ,2019-12-19 08:11:19,0.654863,2,1.0
张鹏180224,1306322246,感谢制作人，用心了！,2019-12-19 08:10:48,0.963173,2,2.0
致青春小白,1320797313,都会过去,2019-12-19 08:09:32,0.705229,2,2.0
蛋子哥哥_y,582344987,能听懂这首歌的人是有多心酸啊。,2019-12-19 08:09:05,0.668589,2,2.0
Renesmee七七,558632370,都值得回忆 ,2019-12-19 08:08:27,0.90257,2,2.0
Renesmee七七,558632370,我会哒，别后悔，还可以继续的 ,2019-12-19 08:07:12,0.624578,2,2.0
何以秦,1546424318,一样 ,2019-12-19 08:07:01,0.475753,1,1.0
和歌子久,82472471,声音识别度很高！昨天公司广播一播放这首歌我就听歌识曲，加入红心 亲亲 ,2019-12-19 08:06:16,0.773349,2,2.0
Renesmee七七,558632370,蟹蟹 加油,2019-12-19 08:06:09,0.625364,2,2.0
李哥善变哦,452527960,是吧,2019-12-19 08:05:56,0.465879,1,1.0
李哥善变哦,452527960,其实你没有对不起我，是我对不起你，我太喜欢你了，所以受不了你一丝冷淡，一丝敷衍,2019-12-19 08:01:44,0.0324526,0,0.0
馨馨回向Smile,1666167474,这歌非常棒，难以言喻，深刻体会,2019-12-19 08:01:28,0.945787,2,2.0
lucychen1,429760369,好好听 多多比耶 ,2019-12-19 07:59:25,0.633688,2,2.0
晴晴sway,1468651966,一只被人辜负了的麻雀,2019-12-19 07:55:55,0.472117,1,0.0
九888离,1879569978,加油,2019-12-19 07:55:46,0.576334,2,2.0
RightThurry,1460065462,不！还有我,2019-12-19 07:54:13,0.187416,0,0.0
你们的鲍鲍,1477449244,超爱这首歌,2019-12-19 07:53:48,0.730029,2,1.0
深秋的傍晚时分,359844616,麻雀快乐，还是大雁,2019-12-19 07:53:16,0.551526,2,2.0
翘首以盼-J,84222874,每一次都给人惊喜！,2019-12-19 07:53:09,0.869038,2,2.0
Princess_______,416989098,中间有一段很像一首外国歌,2019-12-19 07:53:05,0.687402,2,2.0
行走的力量1983,1439169361,你们都是失恋，看看我直接离婚，比你们抢先一步！,2019-12-19 07:52:59,0.25445,0,0.0
Fluctuat1on,316907458,歌词不好，不知所云,2019-12-19 07:52:43,0.135275,0,0.0
3携7妖,35670327,哈哈哈哈哈哈,2019-12-19 07:51:47,0.832446,2,2.0
米白兔,360381038,这首歌听前面像是陈奕迅的一首歌...想不起来了,2019-12-19 07:48:40,0.422517,0,0.0
l沐-染k,1958605647,已经单曲循环好长时间了，给我很大的动力，希望明年的高考可以不辜负自己，也不辜负所有人,2019-12-19 07:47:10,0.64951,2,2.0
优柔的执著,426844343,第一次听他的歌，,2019-12-19 07:45:00,0.571496,2,2.0
摇头晃脑带耳塞,443435786,这里这里，我也好想被点名一次 多多大笑 多多大笑 ,2019-12-19 07:42:39,0.865237,2,2.0
三九锐澳,1701828049,歌词有待改进，没啥意境,2019-12-19 07:41:56,0.204072,0,0.0
紫梦-逝年,631929540,麻雀虽小，五脏俱全捕鸟犯法，真的好吃 ,2019-12-19 07:41:45,0.878642,2,1.0
楚还好,309727680,把眼睛睁开啊！,2019-12-19 07:41:02,0.477702,1,1.0
梦寐颠倒丶,341050004,生如蝼蚁应立鸿鹄之志命薄如纸应有不屈之心,2019-12-19 07:40:11,0.18902,0,0.0
seaofTranquility,592262119,麻雀也有明天,2019-12-19 07:39:31,0.674607,2,2.0
一次就好170710,538008773,渺小如麻雀 也尚有未来为了所爱之人 宁可折断翅膀我向往海枯石烂 你向往雪山之巅其实我无畏所有磨难 只要是为你好就好,2019-12-19 07:39:05,0.771657,2,2.0
草莓味儿的小仙女阿,1441084630,一次一次循环听 超爱 ,2019-12-19 07:39:00,0.789454,2,1.0
We含情脉脉,614855135,荣浩，加油，新歌很不错，再接再厉,2019-12-19 07:37:51,0.939986,2,2.0
阳离子阳,577030908,好听好好听，单曲循环中,2019-12-19 07:37:16,0.60999,2,2.0
YousoFar,32581391,唉,2019-12-19 07:34:06,0.259531,0,0.0
夏树橙,353530697,我在反复徘徊等待，只为与你相遇,2019-12-19 07:33:59,0.473511,1,1.0
L往后余生7,440235723,哈哈哈，大神看到这条评论会不会笑到流泪,2019-12-19 07:33:13,0.597132,2,2.0
我也要吃1912,2071696629,粉了粉了 色 ,2019-12-19 07:33:07,0.472865,1,1.0
您呼叫的神父未在服務區,304988025,越长大越喜欢听李荣浩的歌，越听越觉得发人深思，可能在我看来，他是在这个不适合人类生存的世界中唯独活的最像人类的人吧。,2019-12-19 07:32:36,0.498138,1,2.0
辰辰小可爱ya,1849862446,如果你遇到了一个分开后还一直缠着你的人 我劝你还是回去吧 你总认为前面还有更好的 现在面前就有你为什么不要 你总说她太幼稚 但是你知道吗 她幼稚的时候最爱你 而你只看到了幼稚 你没见过她为你哭到喘不过气的样子没听过她撕心裂肺唱你喜欢的歌的声音没见过她为你哭发炎的伤口 明明她才是承受最多的,2019-12-19 07:30:45,0.0353765,0,2.0
Awbba,497225146,好听,2019-12-19 07:26:55,0.595459,2,2.0
尘墨_RCzs,1351261252,老大好,2019-12-19 07:22:55,0.770765,2,2.0
mewere,1593238294,放弃那些让你失去自己的人,2019-12-19 07:20:45,0.337403,0,0.0
说好的你是,1600758159,要是能重来，我要选麻雀。麻雀这首歌不错哦，很好听,2019-12-19 07:20:05,0.869384,2,2.0
昱妙vegan,315519020,善恶不在表面形式上，都在心里，你无法判断他人的心，就不要盲目地议论 评价别人，这样很容易毁坏自己的功德，消尽自己的善根，断送自己的慧命！对自己一点一滴的好处都没有，为什么还要做这么危险的事情呢？所以最好不说他人的过失，甚至要隐藏 保密他人的过失。在不了解的时候，最好不赞叹也不诽,2019-12-19 07:19:55,0.0174997,0,0.0
万般皆苦灬,87088798,你成仙我替你留守人间,2019-12-19 07:19:31,0.489634,1,1.0
ONxFACTOR,1508379725,在每个喧闹的城市中，谁又何尝不是麻雀，尽管压力再大也要昂首挺胸地微笑着面对每一天,2019-12-19 07:19:08,0.757049,2,2.0
YukiFatev,259475164,一个多月了，感觉好多了。当初你提分手，说感情淡了，后来第三天就被我发现原来你是和你同事好上了。和你三年，房子之类什么都准备好了，装修都是依你的，其实就差和你登记。发现时的确挺痛的，哈哈，不过你选择的，你开心就好，我也会像麻雀一样再次起飞，做更好的自己，然后找到属于我的她,2019-12-19 07:17:55,0.655514,2,2.0
杪春三,286968312,低等动物。。,2019-12-19 07:17:44,0.566196,2,1.0
麦克老狼的MUSIC,51392995,副歌雷同更多哈,2019-12-19 07:15:55,0.761916,2,2.0
麦克老狼的MUSIC,51392995,副歌有些雷同。。。,2019-12-19 07:15:22,0.371352,0,1.0
ll985,392100658,前奏旋律好像陈奕迅的 谢谢侬 ,2019-12-19 07:14:59,0.594103,2,2.0
星星还是这个星星-,501446769,好好上学喔.,2019-12-19 07:12:32,0.814042,2,2.0
F丶bao,474076186,阿浩阿浩你最帅！！ 爱心 爱心 ,2019-12-19 07:06:06,0.767954,2,2.0
逍遥190320,1799807071,我藏不住秘密，也藏不住忧伤 我藏不住秘密，也藏不住忧伤，正如我藏不住爱你的喜悦，藏不住分离时的彷徨。我就是这样坦然，你舍得伤，就伤。如果有一天，你要离开我，我不会留你，我知道你有你的理由 如果有一天，你说还爱我，我会告诉你，其实我一直在等你 如果有一天，我们擦肩而过，我会,2019-12-19 07:04:39, , ,0.0
三璨丶,507381674,我只留在你回憶裡面。,2019-12-19 07:00:25,0.326578,0,1.0
L却道天凉好个秋,353211638,是真的好听哈哈哈,2019-12-19 06:59:52,0.713301,2,2.0
Memory迷路9,1609703691,相信麻雀也会有明天,2019-12-19 06:58:19,0.762556,2,2.0
跳丸日月,547253585,希望和梦想，依托人的信念而存在，所以，你信它即存在,2019-12-19 06:57:08,0.474523,1,0.0
荼蘼180305,1389577661,所有的等待都值得 越长大越喜欢有才华的歌手,2019-12-19 06:52:10,0.926848,2,2.0
冫趁年少,1321550433,老哥封面是不是你自己做的？,2019-12-19 06:51:38,0.377277,0,0.0
Dsore,607260355,希望世界安静 让所有情绪都见鬼.,2019-12-19 06:45:32,0.700577,2,2.0
薇薇一笑JA,1634091648,瞬间喜欢,2019-12-19 06:42:45,0.846292,2,2.0
昧俗Z,435180340,加 油 0 ,2019-12-19 06:42:13,0.342248,0,2.0
永恒的约定-杨,120363380,带节奏破坏评论区和谐，已举报不谢，自己酸了就酸了呗，就算刷赞，碍你事了？,2019-12-19 06:41:58,0.382815,0,0.0
Winchester黑马,1448413221,家雀，不止于家,2019-12-19 06:31:40,0.514945,1,0.0
羡啊_,427933932,与其追星星，不如成为像星星一样的人,2019-12-19 06:28:30,0.237553,0,0.0
love推理,266048946,浩哥，十二月的我很孤独。没有照顾到肉体更没安抚好灵魂。是时候重新学会和自己相处了。构建一个丰盈的精神世界，从听你的歌开始 ,2019-12-19 06:25:02,0.867498,2,2.0
你骏A,475221911,作为2020届考生，加油！注册会计师，我来了。,2019-12-19 06:17:46,0.564935,2,2.0
别闹noise,478515158,加油 ,2019-12-19 06:15:47,0.576334,2,2.0
寒William,544056018,好的好的,2019-12-19 06:13:30,0.888518,2,2.0
rzr然然,1572225039,想她,2019-12-19 06:12:59,0.517849,1,1.0
G2kennys_,52216835,呀， 居 居居然是本人来了！ 震惊 ,2019-12-19 06:07:54,0.452489,1,0.0
自卑的小giao,560076296,打职业 ？,2019-12-19 06:06:06,0.35889,0,1.0
涵涵想您了,1577705485,冲冲冲！！！,2019-12-19 06:00:28,0.536149,1,1.0
世纪才女张爱玲,1422929086,你跟我说他不会再遇到像你这么爱他的人了我想跟你说你可能也不会遇到像我这么爱你的人了可是我没有说出来,2019-12-19 05:58:42,0.0738629,0,0.0
请叫我周大仙儿,1299384812,麻雀也有明天,2019-12-19 05:58:28,0.674607,2,2.0
dcx安的DCX,1621817720,12.19打卡 ,2019-12-19 05:39:20,0.531528,1,1.0
ASir陳,470882019,我不允许你们的评论是0赞,2019-12-19 05:27:27,0.721966,2,2.0
ASir陳,470882019,我给所有的小可爱都点了一个赞，所以你们可以给我一个赞吗？生活不易，且行且珍惜,2019-12-19 05:16:06,0.936973,2,2.0
椰汁阿,118105187,跟以前风格不一样，好听呀！,2019-12-19 05:11:43,0.607894,2,2.0
浮夸CC丶,127870141,一样,2019-12-19 05:03:55,0.475753,1,1.0
Ricky_HH,552230375,走错片场了吧？,2019-12-19 04:47:28,0.358549,0,1.0
Ricky_HH,552230375,小眯眼，你好,2019-12-19 04:45:46,0.49399,1,2.0
璀璨星空那一片海,1921300041,这这首歌这首歌唱出了多少人的心声！麻雀虽小五脏俱全，它很勇敢！麻雀也有明天,2019-12-19 04:36:17,0.8651,2,2.0
什邡内涵君_锄禾-,1833075881,占个位 ， 大哭 大哭 ,2019-12-19 04:31:05,0.459391,1,1.0
没有神的仙,514655024,好听,2019-12-19 04:27:20,0.595459,2,2.0
有個傻瓜還愛你,136433645,醒来又是充满希望的一天呢,2019-12-19 04:20:22,0.697402,2,2.0
是Amanda啊666,446325333,加油！好好生活！都会好的,2019-12-19 04:20:01,0.822023,2,2.0
九月怜歌,1713532251,把自己灌醉，好好睡一觉，明天加油,2019-12-19 04:15:09,0.767118,2,2.0
最坏女朋友,1487600143,删Q,2019-12-19 04:14:18,0.5239,1,1.0
梦归处731,1708075071,还是个学生，珍惜现在吧,2019-12-19 04:08:47,0.291174,0,0.0
樱桃子妹妹-,1401040560,加油呀 ,2019-12-19 04:03:01,0.609514,2,2.0
等疯起1010,438097148,醒来明月，醉时清风太多的情绪，太多的故事 无论生活怎样，麻雀雖小请多笑笑 ,2019-12-19 03:56:07,0.844309,2,2.0
渺无人烟_,1686098733,这么半夜醒来，不好受，要睡不着了,2019-12-19 03:51:55,0.076247,0,0.0
Youth-skirts,528254756,加油 要做一个可以把生活和工作分开的小可爱 生活是自己的,2019-12-19 03:45:01,0.782037,2,2.0
ADCWS,1604070543,2020年一定要完成自己的梦想，lpl,2019-12-19 03:40:34,0.824439,2,2.0
何须清风,1340755249,你理应是自己的主宰,2019-12-19 03:33:41,0.413135,0,0.0
美团骑手wb,2059780170,加油,2019-12-19 03:32:54,0.576334,2,2.0
一科佐,286773072,大三 决裂 大四一年我都在工作就是为了避开你和他，那年你们考研，我也想考可是还是受不住你们对我的打击,2019-12-19 03:32:23,0.457696,1,0.0
在我的时间线上行走,89351060,考研加油 发怒 ,2019-12-19 03:31:37,0.552847,2,1.0
滿cc_,439247320,失眠,2019-12-19 03:28:54,0.524693,1,1.0
一科佐,286773072,肖四背完了吗？,2019-12-19 03:27:59,0.289578,0,0.0
网易云-谁的天空,1658843353,我成仙，又有谁来留守人间？,2019-12-19 03:22:48,0.382502,0,2.0
人生若只如初见KYL,1663970141,2019年12月19日3时21分，我醒了，因为工作上我第一次哭了。陌生人可以给我个加油嘛,2019-12-19 03:21:13,0.670122,2,2.0
家有佩大王,56886795,嘿呀,2019-12-19 03:19:33,0.609012,2,2.0
poppy小小小公主,282540057,还有2天,2019-12-19 03:18:44,0.568946,2,2.0
苓榆,1372457600,又失眠了,2019-12-19 03:18:24,0.537525,1,2.0
大逗先生_,1576275178,2020年，争取追到我心动的她 ,2019-12-19 03:11:14,0.822679,2,2.0
Lidia啊哈,273574246,别留遗憾,2019-12-19 03:09:38, , ,2.0
电子竞技1不需要爱情,1328675880,连ez都有，我凭什么没有 撇嘴 撇嘴 ,2019-12-19 03:05:04,0.283437,0,0.0
家有佩大王,56886795,这种时候有考研党睡不嘛 多多捂脸 ,2019-12-19 02:58:25,0.286275,0,0.0
爱吃糖的小娜美i,304807096,电子竞技不需要女朋友,2019-12-19 02:52:36,0.628909,2,0.0
鮽魚余,269389810,做的最蠢的事就是你一个微笑我马上就忘记了你所有的不好,2019-12-19 02:52:21,0.318542,0,0.0
大老戚哟,289034986,早就听说麻雀了，抖音有，快手有，我都没去特意听，我就要看看日推啥时候给我，今儿是我第一次听全须全尾儿的 谢谢了,2019-12-19 02:51:07,0.525178,1,2.0
电子竞技1不需要爱情,1328675880,网易云欠我一个口味相同的女朋友,2019-12-19 02:47:21,0.267314,0,2.0
米兔零零七,284198199,许个小小的愿望 2020 平安顺遂 ,2019-12-19 02:45:27,0.663148,2,2.0
爱吃白米饭的橙子,475135255,“不要为了想谈恋爱而去谈恋爱 要因为喜欢 就是那种恰巧的温柔 和眼里的星光.”,2019-12-19 02:42:45,0.510064,1,2.0
AYA林果,1665532599,我还以为只有我一个人觉得 呆 ,2019-12-19 02:39:59,0.505447,1,0.0
The丨Weeknd丨,267599060,肥仔们会受伤。,2019-12-19 02:38:20,0.527937,1,2.0
poppy1970puppy,1396488897,雅 哈就 接布雅！,2019-12-19 02:29:04,0.776384,2,1.0
想牵你的左手吖,494806620,放轻松，控制思维，自然就睡着了,2019-12-19 02:26:20,0.856194,2,2.0
你看这个婉,1463221754,怎么了,2019-12-19 02:25:53,0.429184,0,0.0
嘻嘻嘻嘻嘻嘻嘻嘻哈哈哈哈哈哈,409623459,多少年了 没有听哭的歌 陈奕迅也没有这首刺激,2019-12-19 02:25:43,0.436064,0,0.0
