name,id,comment,time,positive_prob,sentiment
稚愚感谢相遇,506116526,他们说的是小说 大笑 ,2019/12/13 10:37,0.552321,2
温不胜ll,1617660367,师父 你若仍在世 我必为你一身蟒袍换龙袍,2019/12/13 10:36,0.830631,2
墨云拖雨不知晴,250309574,我就知道，该有骑牛的道士 奸笑 ,2019/12/13 10:36,0.575587,2
美团骑手橙子,290324438,现在一听到这首歌我就想起了那个芭比。。。,2019/12/13 10:35,0.467399,1
断脚马,409746261,真不希望雪中再火了，就是怎么自私,2019/12/13 10:34,0.153742,0
Frodell,1706776099,菠菜菠菜贱卖了！！！,2019/12/13 10:34,0.468152,1
星爱_,1682730082,喜欢死了,2019/12/13 10:33,0.752824,2
下个陌路的你,599451203,一战成名 大笑 ,2019/12/13 10:33,0.547627,1
熄菸,1814452773,还有一杯酒，敬李淳罡，为绿袍自断手中剑,2019/12/13 10:33,0.608571,2
SUSUO-O,270320789,师父？师傅？,2019/12/13 10:31,0.422201,0
Alysia1,294125481,喜欢这种 超凡脱俗调调的歌 不喜谈情说爱,2019/12/13 10:31,0.650945,2
暖过星迪,390755670,哈哈哈，没毛病,2019/12/13 10:30,0.577209,2
太平湖底或陈年水墨,1490256406,哇，评论这么多雪中粉呀,2019/12/13 10:30,0.623382,2
熄菸,1814452773,我有一剑，借好友温不胜，请拓跋菩萨出城,2019/12/13 10:30,0.641509,2
T-accv,2008049798,让我想起抖音金刚芭比 惊恐 ,2019/12/13 10:29,0.219264,0
三月遇我如重生,1395177439,我有一剑 修仙的时候听什么 ,2019/12/13 10:28,0.486504,1
熄菸,1814452773,我，五百年前的吕洞玄，五十年前的齐玄祯，今生的洪洗象，愿为天地正道三百载，只求天地开一线，送徐脂虎飞升！,2019/12/13 10:28,0.840111,2
荒原星空,252783805,除了下山，我还特别喜欢出山！这里面的太极我突然想起来之前运动会我是太极方阵的领队。展示时我瞧着身边武术方阵的甚是霸气，休息的时候在手机上找人聊天，没想到就是武术方阵的领队！后来我教他太极，他教我武术。所以我想说，对于喜欢的人，你一定要成为他的师傅！soul小友，你还记得嘛？,2019/12/13 10:27,0.936014,2
凉辰一梦丶,564738231,听见这首歌，我内心深处仿佛被扎了一下，很伤心。太嗨皮了,2019/12/13 10:26,0.269087,0
模特_NNpw,289657533,南北成佛破开云层，如仙人落在人间，盘腿而坐，独坐北凉城池外，“天地之大，容小僧只在这北凉城前方寸地，为李子竖起一道慈碑！”南北低头诵经，塑就金身。箭矢密密麻麻如蝗群压顶，猩红鲜血开始逐渐浸透袈裟。但是李当心出现了，“徒弟啊，成佛这种事情，你就算了。师父在行。”,2019/12/13 10:25,0.0676633,0
天桥底下看风景,279199112,听着好熟悉的名字 我爸每天放的小说 大哭 大哭 大哭 ,2019/12/13 10:24,0.821279,2
熄菸,1814452773,北凉铁骑甲天下，大雪龙骑雄北凉。,2019/12/13 10:23,0.431724,0
你的名字喵喵,1670156372,好听,2019/12/13 10:20,0.595459,2
难与心动,618508850,2018年末一首叫出山的歌火了2019年末一首叫下山的歌火了2020年是不是该归山了 来自转载,2019/12/13 10:19,0.483303,1
飕飕超级可爱,1455473571,可以,2019/12/13 10:17,0.751454,2
暴徒蜀黍,494966159,温华你个瘸子,2019/12/13 10:17,0.436895,0
禾禾---,270567124,深的左右手精髓。,2019/12/13 10:15,0.653687,2
简约轻快,307411057,不错不错,2019/12/13 10:13,0.888728,2
心存再多期待也是无可奈何,123733555,你头秃了！！！,2019/12/13 10:13,0.278331,0
执念太深7023,636482935,说好左手一起画条龙，你却一式太极拳打在我胸口,2019/12/13 10:13,0.301339,0
GyunHeey,447769766,李玟的 刀马旦 ,2019/12/13 10:11, , 
氵过去应犹在丶,52350205,调的一手好音 ,2019/12/13 10:11,0.654009,2
深藏功与名______,249624696,雪中看了三遍了,2019/12/13 10:10, , 
GyunHeey,447769766,挺像的,2019/12/13 10:10,0.688771,2
玄若凌柒,1595331922,缺个师傅,2019/12/13 10:10,0.444176,0
你玉树临风的靖哥哥,572339301,武当七十二峰朝大顶。七十二峰云雾翻滚，一齐涌向小莲花。洪洗象踩在一只黄鹤背上，扶摇上了青天。陈繇抬头望着异象，喃喃道 “师父，大师兄，你们真应该看看，小师弟一步入天象了。”,2019/12/13 10:07,0.660021,2
曹绘雅,1718952852,瞎说,2019/12/13 10:04,0.54597,1
曹绘雅,1718952852,本来就是小说里面的,2019/12/13 10:03,0.523569,1
挽风卡农,430748307,稻香村重阳关门弟子侠肝义胆沈剑心前来挑战,2019/12/13 10:01,0.431439,0
半纸空白-小九,351139353,为什么我一听然后想到的是李玟的刀马旦 ,2019/12/13 10:00, , 
你玉树临风的靖哥哥,572339301,雪中悍刀行 可以看一下特别好,2019/12/13 10:00,0.789077,2
锦曦boss,1402857176,“希望看到这条评论的人永远开心”,2019/12/13 9:59,0.421509,0
小k陈浩南,1326316250,路人甲,2019/12/13 9:58,0.537202,1
豆牛达人,1352419070,要不要买菜，买辣椒还要券吗？你们的名字好酷也,2019/12/13 9:58,0.458168,1
i笑拥,368247220,三尺木牛马，可折天下兵,2019/12/13 9:58,0.647732,2
鸣寒丶,618968792,北凉苦，苦白衣,2019/12/13 9:55,0.226857,0
热烈也冷漠,348276959,听这首歌脑子里想的是也总，还有杂毛小道萧克明，不过看苗疆的好少啊 ,2019/12/13 9:51,0.454978,1
缝成碎片的画,633042168,啊啊啊啊啊啊，上次还在B站，这会儿就给我日推了 大笑 ,2019/12/13 9:50,0.506483,1
冷月--无声,1518674910,诸葛青你败过吗,2019/12/13 9:50,0.313273,0
掩面泣嘴角翘,534005902,客又至，当如何？,2019/12/13 9:50,0.254288,0
斯文败类170326,444725046,此剑无愧天下有愧人,2019/12/13 9:50,0.421272,0
酒哩哇1804,1424377470,你知道我很激动什么吗？就是因为听到这首歌的音律然后一直在找 今天早上九点45分一进网易云就听到这首歌的推介，我真是太开心了阿，早上的惊喜哇,2019/12/13 9:48, , 
忠源啊,425146889,还真说对了，只要歌词有左什么， 右什么，就火了？,2019/12/13 9:46,0.204956,0
21世纪跛豪,120757310,我的村就叫下山村，果断爱了 多多比耶 ,2019/12/13 9:45,0.779309,2
wink弟弟ii,561168613,春秋床甲裴南苇 谁可一战,2019/12/13 9:44,0.416372,0
夜-舞,1582249740,下山之后，再回首，已百年身,2019/12/13 9:41,0.662377,2
喜欢的人叫代爽,1498362073,剑来,2019/12/13 9:41,0.609823,2
jareklle,551025052,后年就 葬山,2019/12/13 9:41,0.618465,2
四月早已不在,321905965,“试问天上仙人，谁敢来此人间？”,2019/12/13 9:41,0.136067,0
Memoryoffish716,1781489531,去年 出山 今年， 下山 明年是不是就 归山 了后年是不是 炸山 了 微笑 微笑 ,2019/12/13 9:40,0.674911,2
ibeenstressedout,303634769,这一日，有仙人骑鹤下江南，而江南，有红衣佳人。“什么仙人，武当山来的臭道士！”,2019/12/13 9:40,0.46885,1
江奕吟,2061151180,我们各自在各自的沼泽里挣扎.,2019/12/13 9:39,0.593415,2
wake-万克,1339875366,太有感觉了,2019/12/13 9:38,0.267897,0
故事-没有酒,2046530547,好活，赏！,2019/12/13 9:36,0.800596,2
天呐是小哥,546161498,好可爱的歌鸭配音小哥哥声音好一副正气清朗少年之风有这样的徒弟，师父一定不会无聊的太向往江湖了，我也想仗剑走天涯，除恶扬善啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,2019/12/13 9:36,0.803024,2
大龄静,1372117678,孜然？是我看错了吗,2019/12/13 9:35,0.333838,0
夏目R-,476565758,十万助攻,2019/12/13 9:35, , 
那年蝉鸣,64776714,今日解签，宜下江南,2019/12/13 9:35,0.540208,1
柔杀情兮pureandfresh,1775670835,练的可是葵花宝典 大哭 ,2019/12/13 9:33,0.365522,0
涂涂aaaaa,109277482,哈哈哈哈，歌名我看成了 要不要下山买菜 是不是和尚挑水喝的故事？,2019/12/13 9:32,0.682215,2
海浪时见鲸,1347352547,这首歌什么背景，挺好听，但不懂内容,2019/12/13 9:32,0.424218,0
肮脏丶,1766461089,归山,2019/12/13 9:32,1,1
爵丶雪月,313748781,满脑子，满脑子都是金刚芭比 大哭 ,2019/12/13 9:32,0.349306,0
ChandlerVer5,97014394,总感觉会有一段快嘴， 大哭 等skr人,2019/12/13 9:30,0.634668,2
三生往生,488981578,要想练就绝世武功，就要忍受常人难忍受的痛。于是他挥刀自宫 吐舌 ,2019/12/13 9:30,0.0497492,0
小桃枝--,1450191872,不练剑了，握着她的手 这样的江湖 比什么都好,2019/12/13 9:29,0.272192,0
赵高兴最可爱,276813578,今日解签，宜下江南。 大笑 翻唱留名 希望大家支持小歌手也去给我留个名,2019/12/13 9:28,0.820457,2
小桃枝--,1450191872,雪中悍刀行,2019/12/13 9:28,0.50925,1
只有满眼笑意,1969422232,抱抱呐，做音乐真的很不容易，好羡慕懂音乐的人，十指能弹出世间万物 ,2019/12/13 9:27,0.824874,2
訫謊-,1315487251,怨雪中是小说，愿雪中是小说。,2019/12/13 9:26,0.617965,2
用户572305407,572305407,菜菜可不可以给下山出个mv啊,2019/12/13 9:25,0.610581,2
意决别_,410985534,去年出山，今年下山明年呢,2019/12/13 9:24,0.743399,2
还是张珂,1567333064,雪中悍刀行,2019/12/13 9:24,0.50925,1
浅蓝色忧伤1904,1830849875,你没事吧,2019/12/13 9:22,0.41155,0
南诺诺,471032740,呜呜呜，我是正一居士，看来这天下终归是全真的,2019/12/13 9:21,0.571542,2
烟花易冷zan,120103793,雪中！,2019/12/13 9:20,0.602693,2
默默的记着你WTT,538870659,技术活，本世子没法赏啊,2019/12/13 9:17, , 
星空恩泽,1581226526,出山 下山 炸山 搬山 入山 永不出山,2019/12/13 9:17,0.542862,1
大宇阿_,1744423335,求天地开一线让徐脂虎飞升,2019/12/13 9:16,0.523635,1
youandtimes,282821522,小二上酒,2019/12/13 9:15,0.627283,2
Yzdsygryz,413195782,哦,2019/12/13 9:14,0.776912,2
冰小缘,559494349,下山买菜必涨价，超级加倍,2019/12/13 9:07,0.858957,2
超越酷酷,122133054,现在是看抖音听歌,2019/12/13 9:05,0.26456,0
鸿影180916,1600100315,满城尽悬北凉刀,2019/12/13 9:03,0.335251,0
我是三春捏丶,79823482,我叫mc剑九黄，你就叫dj李淳罡吧。,2019/12/13 9:02,0.270854,0
命运天平,17769086,在下陈平安,2019/12/13 9:01,0.526738,1
贫民窟的艺术家12138,528562039,技术活本世子没法赏啊！,2019/12/13 9:01,0.384212,0
有爲青年本少爺181026,1653100531,我忘不了那个金刚芭比,2019/12/13 9:00,0.576652,2
小孩和橘子,1627860648,我一看评论基本全是雪中悍刀行 大笑 大笑 ,2019/12/13 9:00,0.367583,0
王宸亦,330567216,我雪中必须有姓名,2019/12/13 8:59,0.641184,2
一枝摧眉,480956673,？？？他没叫嚣吧，原著里就有这样的,2019/12/13 8:59,0.332176,0
丶小浪蹄子,433393069,网易云什么时候出火红的萨日朗啊,2019/12/13 8:58, , 
救了个玄奘,71932161,所以周杰伦还是牛逼。,2019/12/13 8:56,0.293222,0
成为星星呀,1647680259,何似在人间,2019/12/13 8:55,0.537549,1
愿你有酒有梦有远方,1381731795,今日解签宜下江南,2019/12/13 8:55,0.542351,1
SchrodingersCat2001,498602586,警校生一样 大哭 ,2019/12/13 8:52,0.45872,1
封火鸿烟,1905855239,喜欢这首歌的节奏和风格,2019/12/13 8:52,0.899072,2
SchrodingersCat2001,498602586,这首歌不是警校生的真实写照吗 多多大笑 ,2019/12/13 8:52,0.226281,0
封火鸿烟,1905855239,蛮好听的,2019/12/13 8:51,0.768151,2
Lovemake1,421626328,我是觉得评论好玩,2019/12/13 8:47,0.585022,2
一剑锁清秋,361249936,李淳罡此剑开得天门，杀得你王仙芝否？,2019/12/13 8:46,0.24077,0
君溺,528789499,虽然我也喜欢雪中，但在无关热评下面刷雪中误导人有些幼稚了,2019/12/13 8:46,0.581937,2
Lovemake1,421626328,孜然好吃,2019/12/13 8:46,0.861971,2
Kill_Memories,549047401,明年可以吗,2019/12/13 8:45, , 
Lovemake1,421626328,自然法大便,2019/12/13 8:43,0.479085,1
君溺,528789499,不是雪中，别被热评乱带节奏。好好看清楚再说,2019/12/13 8:42,0.0666759,0
渣男柒柒,1973715979,师傅，我回来了，可你.......,2019/12/13 8:41,0.516647,1
丶我不李志,1653304373,徐凤年带着老仆人，三年六千里游历洪洗象为徐脂虎，骑鹤下江南木剑温华为兄弟，折剑出江湖老剑神李淳罡为绿袍儿，大雪坪一声“剑来”白衣洛阳，八百年后，太安城外呼唤那声“大王”老剑神李淳罡，广陵江畔一剑破甲两千六十八宗师齐聚拒北城，抗北莽 ,2019/12/13 8:38,0.775816,2
铁柱仙女_,375879739,？？？？我为什么会联想到我甜甜？？,2019/12/13 8:38,0.329866,0
我不吃藕_c8HB,1502240153,路人甲。。。啊忒,2019/12/13 8:38,0.507466,1
千离呀,348856265,爱了爱了,2019/12/13 8:37,1,1
Lovemake1,421626328,应该截取了周董的歌的移过来的吧,2019/12/13 8:37, , 
Lovemake1,421626328,被打了怎么办,2019/12/13 8:35,0.299958,0
徐桃桃今年18,557139333,同问,2019/12/13 8:35,0.50199,1
昔巳,1814276678,总有忘不掉的那个人，和忘不掉的事,2019/12/13 8:34,0.637995,2
恋阙-,499178262,好耳熟,2019/12/13 8:34,0.713904,2
听说情人节火把和汽油更配哦,96527892,师父你快看呐，小师弟一步入天象了,2019/12/13 8:32, , 
衞少,46532590,刻碑,2019/12/13 8:23,1,1
国际萱鴨,1809052276,我也爱你,2019/12/13 8:23,0.538518,1
飕飕超级可爱,1455473571,去年出山，今年下山，明天出家好啦！,2019/12/13 8:21,0.821385,2
达尔灬,440587299,雪中悍刀行，无关刀剑只问情,2019/12/13 8:18, , 
Y心中有个英雄,423168731,好听 ,2019/12/13 8:16,0.595459,2
妖如夜,329054819,是周的师傅逼周下毒誓不能嫁张,2019/12/13 8:12,0.555177,2
Mr_Gazelle,1651463125,雪中悍刀行，很好看的一部小说 憨笑 ,2019/12/13 8:11,0.767343,2
此时已莺飞草长__,1557117847,肺甲 楚狂奴,2019/12/13 8:10,0.556665,2
庸俗之人c,247011405,你可能只是感冒了，没事的,2019/12/13 8:07,0.456282,1
朱鋆oBa,558721950,又看到你了,2019/12/13 8:05,0.45344,1
你喜欢谁你喜欢谁,2027560796,武当当兴，兴在玉斧 ,2019/12/13 8:05,0.483436,1
朱鋆oBa,558721950,停，对不起，打扰一下，别继续往下划屏幕了 我想今天还没有人夸你吧，看看下面这行字“你很棒！明天请继续加油！”OK，可以划走啦只是以防万一今天一整天都没有人夸你 每天都要活力满满哟加油 如果打扰到你们了，那对不起,2019/12/13 8:05,0.826862,2
奥哦好吧,513609496,要不要买菜？买辣椒不用券！,2019/12/13 8:04,0.497068,1
在那天来临前,1335736368,很久之后偶然再听了一遍，发现那颗心早就红了，,2019/12/13 8:04,0.665835,2
妖如夜,329054819,小子陈平安,2019/12/13 8:02,0.560181,2
_清风星月,305864396,小师叔说山下女子如老虎 大哭 大哭 大哭 大哭 大哭 大哭 ,2019/12/13 8:02,0.364989,0
祁汜吖,1598265266,去年出山，今年下山，明年炸山,2019/12/13 8:00,0.695003,2
爱笑的旧时光1805,550472294,听前奏就爱上了歌,2019/12/13 8:00,0.699163,2
逃到无人岛,37504967,多加孜然不要 ,2019/12/13 7:59,0.374301,0
麻辣香锅不是火锅,408810625,小说 雪中悍刀行 ,2019/12/13 7:57,0.515085,1
小是的精髓,63894751,到底要不要买菜？？？？,2019/12/13 7:53,0.139424,0
洛水河图1708,577205691,为啥被举报，大爷滴,2019/12/13 7:52,0.302561,0
复杂618,355477682,这是什么故事啊。,2019/12/13 7:51,0.46889,1
桜桃喵cherry,616334338,生个病就好了 惊恐 惊恐 惊恐 惊恐 ,2019/12/13 7:49,0.416149,0
可爱六妹,1414635718,好哒,2019/12/13 7:48,0.750361,2
可爱六妹,1414635718,会好起来的，加油,2019/12/13 7:48,0.597883,2
我在170410,455039615,雪中悍刀行,2019/12/13 7:47,0.50925,1
亦云道友,1553027490,师傅 亦云功课可做好亦云 我在打农药师傅 师傅 亦云你给为师打套剑法亦云 好的师傅，您稍等亦云 十步杀一人，千里不留行师傅 ,2019/12/13 7:47,0.799948,2
山鬼至,387180632,看歌词 道法孜然23333那佛法是不是盐焗,2019/12/13 7:46,0.37869,0
终我悲焉,54317034,第一,2019/12/13 7:46,0.599931,2
米果果米,319589337,今天入职体检，我白细胞高，下周复检，我会好起来吗？,2019/12/13 7:45,0.341653,0
想牵zyl先生的手,2046484459,什么小说？,2019/12/13 7:45,0.242078,0
那就这样吧灬0,601973791,嗯嗯,2019/12/13 7:42,0.543985,1
那就这样吧灬0,601973791,哈哈，我会努力的,2019/12/13 7:41,0.928995,2
那就这样吧灬0,601973791,谢谢,2019/12/13 7:41,0.750819,2
dhhdrm,1347173201,满满的心酸,2019/12/13 7:40,0.729124,2
可爱的啸污龟,313320274,该赏,2019/12/13 7:37,0.532191,1
东方月初西方日暮,332137515,炸完了造山 西西奸笑 ,2019/12/13 7:37,0.471508,1
应临子,119877186,那没事了,2019/12/13 7:36,0.465233,1
dhhdrm,1347173201,该赏，哈哈,2019/12/13 7:36,0.872277,2
既是枯木何须逢春,504536115,“这天下说是你害大楚亡国，我曹长卿不答应！”,2019/12/13 7:35,0.0816082,0
_______Bright,376605968,和慕夏节奏很像,2019/12/13 7:35,0.689025,2
人间六月木子李,1915514278,炸了那以后还怎么唱啊，是不是傻 大哭 ,2019/12/13 7:33,0.160213,0
321闭眼,1623810739,就玩一脑子的金刚芭比嘛,2019/12/13 7:32,0.557806,2
zzzzzzzz逸,530469429,我雪中不能如常人,2019/12/13 7:32,0.32178,0
dhhdrm,1347173201,想起了徐渭熊，死侍甲 流泪 ,2019/12/13 7:32,0.617198,2
W3lcom3-,1835421057,大后年炸山 多多捂脸 多多捂脸 ,2019/12/13 7:31,0.548136,1
人间六月木子李,1915514278,去年出山 今年上山 明年下山 后年移山 多多捂脸 多多捂脸 ,2019/12/13 7:30,0.700375,2
三ten6,375366278,雪中悍刀行,2019/12/13 7:30,0.50925,1
OMG丶槿汐,600253481,他的小说叫什么，求科普,2019/12/13 7:26,0.403323,0
OMG丶槿汐,600253481,就叫这个,2019/12/13 7:26,0.497732,1
OMG丶槿汐,600253481,下山,2019/12/13 7:26,0.566001,2
OMG丶槿汐,600253481,别再往下翻了，他们都是大神 大笑 ,2019/12/13 7:22,0.295662,0
dhhdrm,1347173201,明人不说暗话，兄台提到的裴姑娘，正是在下的小老婆。,2019/12/13 7:22,0.360286,0
--月亮失眠--,1828319568,炸山 ,2019/12/13 7:22,0.547724,1
dhhdrm,1347173201,该赏,2019/12/13 7:19,0.532191,1
所谓一念,565661315,剑开天门李淳罡，轻轻松松天下第一,2019/12/13 7:19,0.560058,2
财伸爷,111731065,江南好，最好是红衣,2019/12/13 7:18, , 
dhhdrm,1347173201,小师叔说过，武当当兴，当兴在余福。,2019/12/13 7:18,0.283312,0
倩倩在地球,1713111387,加油,2019/12/13 7:15,0.576334,2
__czb__,274076609,求科普 这个小说叫什么,2019/12/13 7:13,0.314532,0
亦云道友,1553027490,一剑斩情缘管你世俗人间磕头敬茶要修仙白衣执剑是为仙黑衣握拳恶是魔十世誓为仙，掌落星辰万世魔滔天，掀翻这青天三尺剑七寸拳换来那永生 上山 多多调皮 ,2019/12/13 7:09,0.135323,0
你的一字一句犹如刀疤划心1912,2056738052,还有个出山,2019/12/13 7:03, , 
H依_bxgbxxg,339968559,好吧，因为我完全不明白为什么这首歌可以占榜这么多天，单从音乐来说，不怎么样，但如果是情怀的话，我可以理解，话说是什么小说呀,2019/12/13 7:01,0.141797,0
孤殇梦云,1735570319,我曾雪中悍刀行,2019/12/13 7:00,0.440923,0
活久见了鬼1912,2063259796,楼下都是写小说的 多多大笑 多多大笑 ,2019/12/13 6:54,0.711522,2
舒漫卡奇儿,536442667,要么一个下山，要么一个上山,2019/12/13 6:52,0.397151,0
i遇絸尒1807,1522757054,没有看小说，当然听不出,2019/12/13 6:43,0.202926,0
清黎暮雨,290578790,你也是,2019/12/13 6:42,0.439327,0
i遇絸尒1807,1522757054,雪中悍刀行 ,2019/12/13 6:41,0.50925,1
愿不羡,613611849,好听 亲亲 ,2019/12/13 6:40,0.591508,2
H依_bxgbxxg,339968559,这首歌真的好听吗，同学们,2019/12/13 6:31,0.433397,0
袁-靖-宇,1416436663,十年饮冰，热血难凉。年轻气盛，温顺尚早。,2019/12/13 6:31,0.244348,0
Autumnsnow-,1595542727,是是是，我说咋这么熟悉,2019/12/13 6:24,0.680286,2
悲伤味的奶茶,100341323,你也是哦,2019/12/13 6:22,0.703363,2
嗯哼啊哈呜呼,110345039,有没有人和我一样？打开手机 发现找不到聊天的人于是打开网易云 一边听歌一边看着评论笑一笑，感动一下 你好陌生人，愿你余生幸福美满 爱心 ,2019/12/13 6:17,0.794489,2
朝幕不是慕,1425716986,我们才都像是笼中鸟吧！,2019/12/13 6:14,0.395033,0
红鲤鱼与绿鲤鱼与驴还有鱼521,1371803613,只有真正被生活打败的人才会懂，那些曾经瞧不起的低配，才是生活的真相,2019/12/13 6:11,0.563825,2
妄想解脱,1645562913,老黄，我这还有几坛好黄酒等你来与我共饮呢,2019/12/13 6:10,0.754422,2
山水似墨染,1772038227,蟹蟹,2019/12/13 5:54, , 
徐秉龙的猫,348885863,树人！,2019/12/13 5:51,0.585365,2
无与伦比的美丽是你,374924651,喜欢第一句话，感觉就是现在考研的我啊 ,2019/12/13 5:44,0.915883,2
匹诺松,363721671,没看懂了,2019/12/13 5:19,0.501261,1
__阿月__,1592594731,客。。客观唯心主义,2019/12/13 5:18,0.463384,1
普宁市民喵某,528441672,我是阿喵 你要想我,2019/12/13 5:12,0.552267,2
大魔王T11,425323823,大晚上的赶紧睡 瞎想啥呢,2019/12/13 4:55,0.58937,2
沙沙与雕雕,646094442,那晚，耳机分了她一只，在她的喜欢听到了这首歌，喜欢她，也喜欢上了这首歌。可惜，人生就像排队，晚到了就是晚了，我打算慢慢等，如若等得到，我就努力变优秀，优秀到我能保护她，给她最好的，等不到，就努力变优秀吧！,2019/12/13 4:46, , 
懒羊羊羊羊羊洋洋,590867310,孜然孜然羊肉,2019/12/13 4:46,0.602862,2
我是阿落吖,617997638,我是阿落呀,2019/12/13 4:45,0.579482,2
星光苔藓,116847826,告你个秘密，昨天我把家里所有有不良反应的药都吃了，他们还不知道。,2019/12/13 4:39,0.288012,0
恺小封,1505439089,姜拟.小泥人,2019/12/13 4:14,0.572713,2
Big丶蜗牛,1321794702,孜然可香了 多多比耶 多多比耶 多多比耶 ,2019/12/13 4:14,0.874153,2
月亮的凌晨三点,1947574800,先生 祝好,2019/12/13 4:09,0.59647,2
别给我推荐日文歌,350354581,道法自然,2019/12/13 4:05,0.538045,1
夜幕冰灵,493068077,别说五百骑，五千骑，他也一样会站在这里！我死前守城门。教你们一步不得入！,2019/12/13 4:00,0.141471,0
jijijijitttt,374377659,一听就想起金刚芭比,2019/12/13 3:59,0.456381,1
小张不太甜,1761757310,我现在满脑子都是那个金刚芭比 大哭 ,2019/12/13 3:40,0.413683,0
CcCCcccasc,467297541,吾有一剑 剑开天门,2019/12/13 3:34,0.415728,0
L_流明,421701132,刷个记录,2019/12/13 3:30,0.495961,1
杀死病娇,1293405066,小落是谁呐,2019/12/13 3:30,0.398688,0
Masksheng,118515441,要问山下路，顺问过来人。,2019/12/13 3:21,0.472726,1
轩子y,1436465684,很好听，但是我想问一句，，，就我一个喜欢看歌词听歌的么？道法孜然是什么鬼,2019/12/13 3:17,0.40067,0
夏目呀l,1767804429,明年炸山？ 多多无语 ,2019/12/13 3:15,0.182318,0
黑心的小熊,446202350,永远忘不了抖音上的那个金刚芭比 多多大笑 ,2019/12/13 3:11,0.221868,0
独做池边树,373092159,天下第一又如何，还不是扶着墙出去的。,2019/12/13 3:06, , 
空白神格,517787901,不太可能，即使他断手断脚自废经脉以后达到了剑心通明的程度也不一定能入陆地神仙，若是陆地神仙这么好练，那武榜前十名岂不都该练成陆地神仙？,2019/12/13 3:04,0.0195111,0
不要想她_,610314489,去年出山，今年下山,2019/12/13 3:01,0.594594,2
010小左010,1419058270,哪怕被打的鼻青脸肿，这书，坚决不还。,2019/12/13 2:49,0.0410131,0
我常听影子提起你,392640370,窗外，庭有枇杷树，吾妻死之年所手植也，今已亭亭如盖矣。,2019/12/13 2:48,0.349606,0
TL812,554042595,今日解签，宜下江南,2019/12/13 2:47,0.540208,1
Shadow2464,1487375253,临终面北 来，给少爷上酒呐,2019/12/13 2:47,0.564003,2
Shadow2464,1487375253,风紧扯呼,2019/12/13 2:45,0.380618,0
Shadow2464,1487375253,我的小地瓜，快快长大，然后去吓你爹一大跳吧。,2019/12/13 2:45,0.455345,1
白闪星,559633250,武侠小说,2019/12/13 2:44,0.544648,1
没见过海的广东人,275475538,好听,2019/12/13 2:44,0.595459,2
Shmily丶暮念,57710781,一两愿你江南多雨带油伞。 二两愿你酷暑可以轻摇扇。 三两愿你入冬莫忘添衣衫。 四两愿你年年多聚无离散。 五两愿你无病无忧心常宽。 六两愿你无风无雨长相欢。 六两三。 余下三。 我在西北，一关接一关。 与你相隔，一山又一山。 最后只愿我，知道你平安。,2019/12/13 2:40, , 
从你的左心房路过,1308794536,今日宜下武当,2019/12/13 2:37,0.530723,1
茶香飘过233,1684995503,这曲风。。。。想起后弦。。。青春。。。。,2019/12/13 2:32,0.49489,1
shelocklily,1323296404,一听就喜欢了 中国风真好听 中文真美 中国人 你要自信,2019/12/13 2:22,0.81762,2
-梅-子-酒-,258100648,还在南方等我 下山的我，的人叫小落。今日解签 宜下江南,2019/12/13 2:15,0.667333,2
颠覆初心1911,2058022649,看了好多年了 小说没看完没看完。,2019/12/13 2:13,0.430741,0
琳琳闭月羞花,1546168225,雪中悍刀行！！！爱了,2019/12/13 2:11,0.477756,1
C81192,1511667558,当赏,2019/12/13 2:06,0.545374,1
C81192,1511667558,小说，雪中悍刀行,2019/12/13 2:04,0.516289,1
大痴王,599261778,百度搜索 滑稽 ,2019/12/13 2:03,0.483488,1
醉裡挑燈-看劍,84488124,還有泰山,2019/12/13 2:01,0.507474,1
C81192,1511667558,来了客官,2019/12/13 2:01,0.605096,2
C81192,1511667558,雪中悍刀行,2019/12/13 2:00,0.50925,1
浮生清净人,541317028,出山，下山，是不是还有上山，移山，崩山 ,2019/12/13 2:00,0.629752,2
745698123,1961712878,不负手中剑，不负天下人,2019/12/13 1:59,0.560524,2
C81192,1511667558,剑来！！！,2019/12/13 1:57,0.549119,1
丨乐一丨,556789176,满甲营满甲当如何？！死战！,2019/12/13 1:55,0.192268,0
绯想天_lv,1921705258,风格固然不同，，但我还是觉得原版更有感觉 呲牙 呲牙 ,2019/12/13 1:55,0.690574,2
XxxKodokushi,352830225,最近有点爱古风歌了！,2019/12/13 1:55,0.653129,2
苦涩的良药,1606779161,爱了这个调,2019/12/13 1:54,0.713396,2
不食人间烟火的婧祎,1675404607,再一次热搜了,2019/12/13 1:53,0.541386,1
ZCBQGBP,1671355066,然后一剑递出天外，一拳下去，天下武夫只觉得苍天在上。,2019/12/13 1:48,0.651035,2
莫道无量,339737945,爽甲 轩辕大磐 多多笑哭 ,2019/12/13 1:47,0.874889,2
瑞克先生的,384768108,不用谢， ,2019/12/13 1:41,0.547491,1
大风吹不走勇敢的人,393283508,雪中，无差评,2019/12/13 1:41,0.0560359,0
和我共赴深渊,401131845,不练剑了,2019/12/13 1:41,0.151779,0
LPDCHX,1305562953,天不生我李淳罡，剑道万古长如夜。,2019/12/13 1:35,0.524081,1
和我共赴深渊,401131845,绿袍儿 你看这一剑如何,2019/12/13 1:34,0.439371,0
蓝袍客,333270176,微信读书,2019/12/13 1:32,0.636335,2
